id,name,team,position,overall,pace,shooting,passing,dribbling,defending,physical,nation,league,age,weak_foot,skill_moves,image_url
266209,Jad Hakiki,Sligo Rovers,CAM,58,66,53,52,65,54,54,Republic of Ireland,SSE Airtricity PD,22,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/266209_en.webp
73641,Julius Lorents Nielsen,Silkeborg IF,CM,58,67,54,53,57,53,59,Denmark,3F Superliga,19,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73641_en.webp
76799,Tom Hill,Harrogate Town,CM,58,64,50,56,57,52,64,Wales,EFL League Two,23,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/76799_en.webp
76801,Emin Kujović,1. FC Köln,CM,58,57,51,60,60,51,64,Montenegro,Bundesliga,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/76801_en.webp
78424,Tochukwu Nnadi,Zulte Waregem,CM,58,53,52,61,59,52,66,Nigeria,1A Pro League,22,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/78424_en.webp
241342,Su Yuanjie,Tianjin JMT FC,LB,58,75,50,51,62,51,54,China PR,CSL,30,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/241342_en.webp
277233,Mohammed Mahzari,Al Taawoun,RB,58,77,42,50,55,53,66,Saudi Arabia,ROSHN Saudi League,23,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277233_en.webp
77179,Osman Foyo,AFC Wimbledon,RM,58,80,59,51,57,28,67,England,EFL League One,21,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/77179_en.webp
79201,Kyle McAdam,Mansfield Town,LM,58,75,48,54,58,47,60,England,EFL League One,21,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79201_en.webp
200900,Sean Murray,Cork City,CM,58,56,56,59,58,54,59,Republic of Ireland,SSE Airtricity PD,32,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/200900_en.webp
262044,Ryan Howley,Bristol Rovers,CAM,58,57,47,60,59,57,61,Wales,EFL League Two,22,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/262044_en.webp
264063,Alex Badolato,Newcastle Jets,ST,58,69,55,50,64,42,61,Australia,A-League,21,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264063_en.webp
267796,Serge Ngoma,Red Bulls,RM,58,90,47,47,62,38,57,United States,MLS,20,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/267796_en.webp
278720,Markus Haaland,SK Brann,LW,58,62,53,55,57,54,60,Norway,Eliteserien,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278720_en.webp
278984,Tommy Backwell,Cheltenham Town,CAM,58,69,46,56,61,53,56,England,EFL League Two,22,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278984_en.webp
77494,Leonardo Barroso,Chicago Fire FC,RB,58,66,54,53,55,54,58,Portugal,MLS,20,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/77494_en.webp
79434,Taine Anderson,Cheltenham Town,LB,58,80,43,46,58,52,61,England,EFL League Two,20,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79434_en.webp
212006,Billy Waters,Oldham Athletic,ST,58,77,57,55,60,42,49,England,EFL League Two,31,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/212006_en.webp
260885,Al-Amin Kazeem,St. Pats,LB,58,79,42,51,56,52,60,England,SSE Airtricity PD,23,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260885_en.webp
262087,Derek Dodson,D.C. United,RB,58,65,49,50,55,55,66,United States,MLS,27,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/262087_en.webp
277235,Farha Al Shamrani,Al Ittihad,CM,58,67,44,56,63,57,53,Saudi Arabia,ROSHN Saudi League,20,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277235_en.webp
278190,Elias Decker,FC Ingolstadt 04,CDM,58,69,41,55,58,57,60,Germany,3. Liga,20,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278190_en.webp
79085,Bastien Donio,Górnik Zabrze,CDM,58,66,47,50,59,55,62,France,PKO BP Ekstraklasa,20,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79085_en.webp
278233,Harry Politidis,Macarthur FC,LM,58,73,44,51,60,48,63,Australia,A-League,23,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278233_en.webp
71931,Haakon Haugen,Kristiansund BK,RB,58,66,55,53,56,53,55,Norway,Eliteserien,19,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/71931_en.webp
72554,Alexandre Azevedo,VfB Stuttgart II,LB,58,84,46,53,59,49,47,Germany,3. Liga,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/72554_en.webp
74932,Hjalte Bidstrup,Viborg FF,RB,58,71,50,53,57,52,55,Denmark,3F Superliga,20,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74932_en.webp
77292,Salif Lebouath,Pau FC,RM,58,70,51,51,57,46,63,France,Ligue 2 BKT,24,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/77292_en.webp
79328,Davis Asante,Jahn Regensburg,RW,58,77,53,54,59,41,54,Germany,3. Liga,22,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79328_en.webp
211387,Ben Lundt,St. Louis CITY SC,GK,58,58,57,57,61,45,60,Germany,MLS,30,1,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/211387_en.webp
229393,Sam Hornby,Walsall,GK,58,60,57,54,62,51,54,England,EFL League Two,31,2,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/229393_en.webp
272813,Jayden Reid,St. Louis CITY SC,LB,58,85,32,51,60,47,63,United States,MLS,24,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272813_en.webp
238055,Ammar Al Najjar,Al Najmah,RM,58,73,52,54,61,44,53,Saudi Arabia,ROSHN Saudi League,29,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/238055_en.webp
243893,Kenan Fatkić,FC Hansa Rostock,CDM,58,62,44,60,59,52,59,Slovenia,3. Liga,28,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243893_en.webp
74824,Agustín Medina,Lanús,CDM,58,66,46,52,55,53,63,Argentina,LPF,19,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74824_en.webp
194091,Michael Jacobs,Northampton,LM,58,60,57,59,60,48,51,England,EFL League One,34,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/194091_en.webp
223988,Lewis Ward,Swindon Town,GK,58,58,57,59,59,45,57,England,EFL League Two,29,2,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/223988_en.webp
234988,Mohammed Al Saeed,Al Riyadh,LB,58,70,42,57,58,50,58,Saudi Arabia,ROSHN Saudi League,29,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/234988_en.webp
255417,Shen Zigui,Wuhan Three Towns,LM,58,78,54,48,62,40,53,Chinese Taipei,CSL,25,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255417_en.webp
271430,Luca Woodhouse,Exeter City,CB,58,67,43,51,54,57,63,England,EFL League One,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271430_en.webp
73131,Ismail Badjie,VfL Osnabrück,RW,58,78,55,51,59,32,59,Gambia,3. Liga,20,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73131_en.webp
74169,Tom Dean,Exeter City,RM,58,78,46,52,55,45,58,England,EFL League One,20,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74169_en.webp
74715,Åke Andersson,IFK Norrköping,CM,58,63,54,52,56,54,55,Sweden,Allsvenskan,18,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74715_en.webp
77972,Alexandro Maidana,Guaraní,LB,58,73,45,54,56,51,55,Paraguay,Sudamericana,20,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/77972_en.webp
78135,Tidiane Toure,FC Schalke 04,RB,58,63,52,51,55,54,59,France,Bundesliga 2,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/78135_en.webp
211476,Lenny Rodrigues,Hyderabad FC,CDM,58,61,46,54,54,53,66,India,ISL,38,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/211476_en.webp
245851,Lisandro Cabrera,Atlético Tucumán,ST,58,60,52,60,63,43,56,Argentina,LPF,28,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/245851_en.webp
260147,Roshan Singh,Bengaluru FC,LB,58,61,50,55,58,51,59,India,ISL,27,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260147_en.webp
264580,Daniel Chesters,Salford City,RM,58,71,47,55,60,46,55,England,EFL League Two,23,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264580_en.webp
264843,Malik Dijksteel,St. Mirren,LM,58,72,46,50,62,42,62,Holland,Scottish Prem,24,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264843_en.webp
273613,Albin Ahlstrand,Halmstads BK,CM,58,63,55,57,61,47,51,Sweden,Allsvenskan,22,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273613_en.webp
279549,Paulo Riveros,Olimpia,CAM,58,60,56,58,59,42,59,Paraguay,Libertadores,20,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/279549_en.webp
73877,Jamar Ricketts,SJ Earthquakes,LM,58,61,46,53,60,55,58,United States,MLS,24,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73877_en.webp
73908,Behar Neziri,FC St. Gallen,CDM,58,68,49,54,52,54,56,Kosovo,Brack Super League,23,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73908_en.webp
74139,Tanguy Ahile,En Avant Guingamp,CDM,58,61,39,55,57,56,65,France,Ligue 2 BKT,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74139_en.webp
79249,Chafik El Hansar,AS Nancy Lorraine,CDM,58,66,42,54,58,55,58,France,Ligue 2 BKT,20,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79249_en.webp
79862,Tobias Lykkebak,Vejle Boldklub,CM,58,66,53,52,58,49,55,Denmark,3F Superliga,19,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79862_en.webp
275461,Dilan Salgado,Palestino,RM,58,71,52,54,57,33,66,Chile,Sudamericana,22,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275461_en.webp
71142,Ed McCarthy,Galway United,LM,58,71,50,54,57,48,52,Republic of Ireland,SSE Airtricity PD,24,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/71142_en.webp
74337,Isaiah Ahmed,sc Heerenveen,CDM,58,61,44,52,58,56,61,Curaçao,Eredivisie,20,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74337_en.webp
77268,Benjamín García,Atlético Grau,CM,58,65,42,54,58,54,59,Argentina,Sudamericana,26,1,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/77268_en.webp
228134,Patrick McClean,Sligo Rovers,CB,58,59,49,47,52,54,71,Republic of Ireland,SSE Airtricity PD,29,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/228134_en.webp
248298,Brandon Fernandes,Mumbai City FC,CAM,58,74,45,60,62,36,55,India,ISL,31,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/248298_en.webp
248376,Tao Qianglong,Zhejiang Pro,ST,58,82,56,46,62,31,55,China PR,CSL,24,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/248376_en.webp
76880,Róbert Frosti Þorkelsson,GAIS,CM,58,66,53,51,57,47,57,Iceland,Allsvenskan,20,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/76880_en.webp
77490,Jacob Bartlett,Sporting KC,CDM,58,66,45,52,53,56,59,United States,MLS,20,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/77490_en.webp
80489,Robin van Cruijsen,FC Volendam,CAM,58,72,54,58,63,39,45,Holland,Eredivisie,20,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/80489_en.webp
225740,Dong Yanfeng,Chengdu FC,CB,58,75,27,47,58,57,67,China PR,CSL,30,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/225740_en.webp
259472,Darragh Nugent,Shamrock Rovers,CM,58,42,55,57,56,57,64,Republic of Ireland,SSE Airtricity PD,25,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259472_en.webp
259648,Boris Singh,FC Goa,RB,58,75,46,60,57,49,44,India,ISL,26,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259648_en.webp
72378,Emmanuel Gyamfi,Aberdeen,LB,58,69,42,57,51,52,59,Germany,Scottish Prem,22,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/72378_en.webp
73295,Simon Wæver,Sønderjyske,RB,58,68,44,50,59,54,55,Denmark,3F Superliga,30,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73295_en.webp
73448,Oliver Højer,F.C. København,CAM,58,72,52,57,59,45,45,Denmark,3F Superliga,19,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73448_en.webp
74313,Farouck Adekami,Royal Antwerp FC,CAM,58,75,45,55,61,39,55,Côte d'Ivoire,1A Pro League,20,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74313_en.webp
75140,Jacob Brazete,Brisbane Roar,LM,58,76,51,53,61,33,56,Australia,A-League,20,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/75140_en.webp
78115,Luke Butterfield,Chesterfield,CDM,58,64,42,53,54,56,61,Scotland,EFL League Two,22,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/78115_en.webp
258056,Sam Long,Bromley FC,GK,58,62,55,59,58,42,54,Scotland,EFL League Two,23,3,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/258056_en.webp
73547,Tristan Schenkhuizen,Fortuna Sittard,CDM,58,64,45,53,58,55,54,Holland,Eredivisie,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73547_en.webp
73936,Muhamed Buljubašić,Çaykur Rizespor,CM,58,55,47,59,60,53,55,Bosnia and Herzegovina,Trendyol Süper Lig,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73936_en.webp
79836,Marcel Predenkiewicz,Arka Gdynia,RW,58,69,48,55,62,42,53,Poland,PKO BP Ekstraklasa,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79836_en.webp
79940,Nevio Zotz,SV Oberbank Ried,RM,58,73,51,54,59,42,50,Austria,Ö. Bundesliga,18,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79940_en.webp
80538,Anis Ouzenadji,ESTAC Troyes,LB,58,72,45,54,58,54,46,France,Ligue 2 BKT,19,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/80538_en.webp
225213,Gurpreet Singh Sandhu,Bengaluru FC,GK,58,56,57,59,57,41,59,India,ISL,34,2,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/225213_en.webp
248292,Mohammad Nawaz,Chennaiyin FC,GK,58,59,55,59,62,39,55,India,ISL,26,3,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/248292_en.webp
254792,Mohammed Al Mahasna,Al Shabab,GK,58,57,54,54,61,43,60,Saudi Arabia,ROSHN Saudi League,28,3,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254792_en.webp
254810,Ross MacIver,Falkirk,ST,58,79,59,50,60,25,56,Scotland,Scottish Prem,27,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254810_en.webp
255980,Jaze Kabia,Grimsby Town,RM,58,83,54,47,59,35,51,Republic of Ireland,EFL League Two,25,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255980_en.webp
268441,Logan Pye,Accrington,LB,58,76,36,54,57,52,54,England,EFL League Two,22,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/268441_en.webp
277325,Josh Seary,Preston,RB,58,67,42,53,58,52,57,Republic of Ireland,EFL Championship,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277325_en.webp
278816,Frederik Damkjer,Viborg FF,CM,58,58,48,54,57,59,53,Denmark,3F Superliga,18,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278816_en.webp
70934,Ariath Piol,Real Salt Lake,ST,58,79,55,43,57,29,65,Australia,MLS,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/70934_en.webp
71369,Jang Yeong Woo,Suwon FC,LB,58,61,44,54,56,53,60,Korea Republic,K League 1,23,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/71369_en.webp
74623,Dawid Bugaj,CF Montréal,RB,58,64,40,50,54,53,67,Poland,MLS,21,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74623_en.webp
74772,Ramiro Hernándes,Belgrano,CAM,58,65,46,57,63,50,47,Argentina,LPF,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74772_en.webp
75661,Charlie Nildén,Brommapojkarna,CDM,58,61,50,51,57,53,56,Sweden,Allsvenskan,19,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/75661_en.webp
78646,Lauris Bausenwein,FC Schweinfurt 05,RM,58,81,48,53,57,42,47,Germany,3. Liga,21,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/78646_en.webp
79203,Freddie Sass,Accrington,LB,58,69,33,42,53,53,78,England,EFL League Two,24,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79203_en.webp
79497,Lucas Bretelle,RAAL La Louvière,CDM,58,62,45,55,57,56,53,France,1A Pro League,23,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79497_en.webp
80490,Jermaine Rijssel,sc Heerenveen,RM,58,84,47,53,63,34,47,Suriname,Eredivisie,21,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/80490_en.webp
225873,Rory Feely,Cork City,CB,58,62,38,56,48,56,68,Republic of Ireland,SSE Airtricity PD,29,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/225873_en.webp
253476,Deepak Tangri,Mohun Bagan SG,CDM,58,62,38,50,51,54,73,India,ISL,27,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/253476_en.webp
273530,Marcus Younis,Brøndby IF,RW,58,75,46,46,65,41,55,Australia,3F Superliga,20,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273530_en.webp
275272,Myles Roberts,Walsall,GK,58,63,55,52,61,38,59,England,EFL League Two,24,3,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275272_en.webp
71141,Patrick Hickey,Galway United,ST,58,48,55,49,52,51,72,United States,SSE Airtricity PD,27,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/71141_en.webp
72762,Adrian Caragea,FC Dinamo 1948,LW,58,66,56,54,61,37,53,Romania,SUPERLIGA,20,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/72762_en.webp
74497,Nesta Zahui,Grenoble Foot 38,RM,58,75,45,53,60,49,45,France,Ligue 2 BKT,23,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74497_en.webp
77474,Elijah Wynder,LA Galaxy,CM,58,52,51,57,57,52,58,United States,MLS,23,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/77474_en.webp
77796,Jonathan Ramos,Sportivo Luqueño,LM,58,78,48,58,55,35,53,Paraguay,Sudamericana,18,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/77796_en.webp
78792,Philip Weissenbacher,SV Oberbank Ried,RB,58,69,43,51,50,55,59,Austria,Ö. Bundesliga,20,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/78792_en.webp
80534,Luan Gadegbeku,AS Saint-Étienne,CM,58,66,38,54,62,55,52,France,Ligue 2 BKT,19,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/80534_en.webp
80537,Nadir El Jamali,AS Saint-Étienne,CM,58,67,43,59,60,43,55,France,Ligue 2 BKT,18,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/80537_en.webp
243102,Wang Xianjun,Tianjin JMT FC,CB,58,67,37,48,50,54,71,China PR,CSL,25,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243102_en.webp
248325,TP Rehenesh,Mumbai City FC,GK,58,56,58,56,60,39,58,India,ISL,33,2,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/248325_en.webp
262559,Ben Winterbottom,Barrow,GK,58,62,60,64,59,27,55,England,EFL League Two,24,3,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/262559_en.webp
269005,Brooklyn Raines,Houston Dynamo,CDM,58,72,44,54,60,53,44,United States,MLS,21,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269005_en.webp
269027,Asqer Afrden,Changchun Yatai,LW,58,83,51,43,63,25,62,China PR,CSL,22,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269027_en.webp
270715,Jakub Lewicki,Piast Gliwice,LB,58,65,42,55,56,51,58,Poland,PKO BP Ekstraklasa,20,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270715_en.webp
272385,Oliver Jones,Randers FC,CB,58,63,40,49,50,56,69,Australia,3F Superliga,22,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272385_en.webp
72163,Sanel Šaljić,FK Austria Wien,CAM,58,71,54,49,68,34,50,Austria,Ö. Bundesliga,20,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/72163_en.webp
78136,Matteo Schablas,FK Austria Wien,LB,58,72,36,53,57,53,55,Austria,Ö. Bundesliga,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/78136_en.webp
78229,Olabade Aluko,Leicester City,LB,58,73,37,44,57,53,62,England,EFL Championship,19,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/78229_en.webp
200292,Jason Lowe,Tranmere Rovers,CB,58,50,49,55,55,56,61,England,EFL League Two,34,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/200292_en.webp
266502,Zak Lovelace,Millwall,ST,58,88,57,47,60,25,49,England,EFL Championship,20,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/266502_en.webp
266541,Yu Je Ho,Gwangju FC,CM,58,54,47,56,60,48,61,Korea Republic,K League 1,25,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/266541_en.webp
271878,Selmin Hodza,FC Zürich,RB,58,64,47,55,57,54,49,Switzerland,Brack Super League,22,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271878_en.webp
273949,Stephen Bolma,IFK Norrköping,CM,58,59,49,55,61,52,50,Ghana,Allsvenskan,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273949_en.webp
277316,Meshal Al Alaeli,Al Ettifaq,LB,58,81,37,47,57,49,55,Saudi Arabia,ROSHN Saudi League,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277316_en.webp
74730,Theodor Martin Agelin,Sandefjord,RB,58,70,43,51,55,52,54,Norway,Eliteserien,22,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74730_en.webp
75739,Alexis Mirbach,FC Nantes,GK,58,65,56,55,59,37,53,France,Ligue 1 McDonald's,21,2,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/75739_en.webp
75965,Joseph Mangondo,FC Metz,ST,58,76,58,49,59,23,60,France,Ligue 1 McDonald's,20,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/75965_en.webp
77175,Harry Crawford,Adelaide United,RM,58,72,56,52,59,46,40,Australia,A-League,19,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/77175_en.webp
78267,Celias Ingenthron,Platense,LB,58,71,38,51,53,54,58,Argentina,LPF,17,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/78267_en.webp
78998,Nelson Eliseche,Cerro Porteño,CDM,58,61,39,52,55,60,58,Paraguay,Libertadores,21,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/78998_en.webp
80126,Mohammed El Âdfaoui,KAA Gent,CDM,58,59,38,56,62,56,54,Belgium,1A Pro League,18,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/80126_en.webp
264300,Eivind Helgeland,FK Haugesund,LB,58,67,39,52,55,54,58,Norway,Eliteserien,22,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264300_en.webp
268886,Bradley Ihionvien,Shrewsbury,ST,58,80,55,42,55,25,68,England,EFL League Two,22,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/268886_en.webp
272369,Joe Wormleighton,Northampton,RB,58,66,35,52,56,56,60,England,EFL League One,22,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272369_en.webp
72959,Marlon Zacharias,SC Verl,GK,58,57,59,54,63,41,50,Germany,3. Liga,21,3,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/72959_en.webp
259228,Lenni Cirino,Gillingham,LB,58,78,36,46,59,51,54,England,EFL League Two,23,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259228_en.webp
268633,Charlie Whitaker,Tranmere Rovers,CAM,58,69,56,53,58,38,50,England,EFL League Two,22,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/268633_en.webp
271415,Ben Engdahl,BK Häcken,RB,58,78,35,46,56,52,57,Sweden,Allsvenskan,22,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271415_en.webp
71629,Marco Pledl,Viktoria Köln,RM,58,70,52,56,57,40,48,Germany,3. Liga,25,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/71629_en.webp
73102,Liam Gillion,Auckland FC,LM,58,83,50,43,65,24,58,New Zealand,A-League,23,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73102_en.webp
73765,Nick Akoto,Burton Albion,RB,58,67,38,48,53,54,63,United States,EFL League One,27,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73765_en.webp
231861,Mason Stajduhar,Real Salt Lake,GK,58,59,56,58,60,33,57,United States,MLS,28,2,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231861_en.webp
236495,Aaron Bolger,Galway United,CDM,58,56,45,56,53,54,59,Republic of Ireland,SSE Airtricity PD,26,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/236495_en.webp
268685,Jackson Hopkins,D.C. United,CAM,58,65,47,55,58,38,60,United States,MLS,21,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/268685_en.webp
274456,Warren Davis,Drogheda United,ST,58,75,56,50,62,26,54,Republic of Ireland,SSE Airtricity PD,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/274456_en.webp
275045,Nicolás Letelier,Uni. Católica,CM,58,62,43,56,56,47,59,Chile,Liga Chile,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275045_en.webp
275571,Abdulaziz Al Olewah,Al Kholood,RM,58,86,42,50,60,33,52,Saudi Arabia,ROSHN Saudi League,22,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275571_en.webp
276321,Daniel Pantschenko,SV Elversberg,CDM,58,67,37,53,58,56,52,Germany,Bundesliga 2,23,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/276321_en.webp
76459,Federico Losas,Platense,GK,58,66,60,64,45,21,66,Argentina,LPF,24,2,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/76459_en.webp
